bloomberg_ticker,name_ticker,isin,figi,share_class_figi,composite_figi
4569 JP,KYORIN HOLDINGS INC,JP3247090008,BBG000N1VD71,BBG001SQH8Q5,BBG000N1VD71
4571 JP,NANOCARRIER CO LTD,JP3651120002,BBG000V9N9K8,BBG001STKM39,BBG000V9N9K8
4572 JP,CARNA BIOSCIENCES INC,JP3220550002,BBG000P46D80,BBG001SQWQC3,BBG000P46D80
4574 JP,TAIKO PHARMACEUTICAL CO LTD,JP3442200006,BBG000DPW4P8,BBG001T1THV0,BBG000DPW4P8
4578 JP,OTSUKA HOLDINGS LTD,JP3188220002,BBG000DZLC98,BBG001T24KW7,BBG000DZLC98
4581 JP,TAISHO PHARMACEUTICAL HOLD LTD,JP3442850008,BBG0021NMNF2,BBG0021NMNX2,BBG0021NMNF2
4587 JP,PEPTIDREAM INC,JP3836750004,BBG004JMYDG9,BBG004JMYDZ8,BBG004JMYDG9
4592 JP,SANBIO COMPANY LIMITED,JP3336750009,BBG0087MN9R2,BBG0087MN9S1,BBG0087MN9R2
4593 JP,HEALIOS K K,JP3835100003,BBG005NVKVP6,BBG005NVKVQ5,BBG005NVKVP6
4599 JP,STEMRIM,JP3399690001,BBG00PNKK6G1,BBG00PNKK6H0,BBG00PNKK6G1
4612 JP,NIPPON PAINT HOLDINGS CO LTD,JP3749400002,BBG000BG79N9,BBG001S6BB97,BBG000BG79N9
4613 JP,KANSAI PAINT CO LTD,JP3229400001,BBG000BG7MP8,BBG001S6BBB4,BBG000BG7MP8
4617 JP,CHUGOKU MARINE PAINTS LTD,JP3522600000,BBG000BKXW50,BBG001S6FBY5,BBG000BKXW50
4626 JP,TAIYO HOLDINGS CO LTD,JP3449100001,BBG000BM3XM8,BBG001S6MP49,BBG000BM3XM8
4631 JP,DIC CORP,JP3493400000,BBG000BKY5M9,BBG001S6FBZ4,BBG000BKY5M9
4633 JP,SAKATA INX CORP,JP3314800008,BBG000BKYD15,BBG001S6FC19,BBG000BKYD15
4634 JP,TOYO INK SC HOLDINGS CO LTD,JP3606600009,BBG000BD5NS2,BBG001S6FC28,BBG000BD5NS2
4643 JP,,,BBG000BJSYX4,BBG001S6GZ80,BBG000BJSYX4
4651 JP,SANIX INC,JP3322600002,BBG000H7N223,BBG001S96HX7,BBG000H7N223
4661 JP,ORIENTAL LAND CO LTD,JP3198900007,BBG000HPZ1T3,BBG001S9BPK7,BBG000HPZ1T3
4666 JP,PARK24 CO LTD,JP3780100008,BBG000BQD558,BBG001S9NVM9,BBG000BQD558
4668 JP,MEIKO NETWORK JAPAN CO LTD,JP3916100005,BBG000BR7ZQ4,BBG001S9RK30,BBG000BR7ZQ4
4674 JP,CRESCO LTD,JP3271100004,BBG000BWZ3G4,BBG001S883L1,BBG000BWZ3G4
4676 JP,FUJI MEDIA HOLDINGS INC,JP3819400007,BBG000BXKV49,BBG001SB3K04,BBG000BXKV49
4680 JP,ROUND ONE CORP,JP3966800009,BBG000BYDVS9,BBG001SB5BB0,BBG000BYDVS9
4681 JP,RESORTTRUST INC,JP3974450003,BBG000BYMXD1,BBG001SB5W88,BBG000BYMXD1
4684 JP,OBIC CO LTD,JP3173400007,BBG000BYYCK6,BBG001SB6VV3,BBG000BYYCK6
4689 JP,Z HOLDINGS CORP,JP3933800009,BBG000BV9DT9,BBG001SB9FF3,BBG000BV9DT9
4694 JP,BML INC,JP3799700004,BBG000BWPJJ7,BBG001SBDJ33,BBG000BWPJJ7
4696 JP,WATABE WEDDING CORPORATION,JP3993850001,BBG000BWYTC2,BBG001SBF2P4,BBG000BWYTC2
4704 JP,TREND MICRO INC,JP3637300009,BBG000C3ZJP2,BBG001SBXR88,BBG000C3ZJP2
4706 JP,,,BBG000C5K8T3,BBG001SBZXB9,BBG000C5K8T3
4708 JP,RELIA INC,JP3922200005,BBG000BLQ4V9,BBG001S8HQV9,BBG000BLQ4V9
4716 JP,ORACLE CORP JAPAN,JP3689500001,BBG000BK8PM4,BBG001S7RTG1,BBG000BK8PM4
4719 JP,ALPHA SYSTEMS INC,JP3126330004,BBG000BSXDS0,BBG001SCL382,BBG000BSXDS0
4722 JP,FUTURE ARCHITECT INC,JP3826200002,BBG000BW7L11,BBG001SCSM47,BBG000BW7L11
4723 JP,,,BBG000BX4PX8,BBG001SCVQH0,BBG000BX4PX8
4725 TT,TAIWAN PROSPERITY CHEMICAL CORPORATION,TW0004725007,BBG000GLBR76,BBG001SK9QD1,BBG000GLBR76
4732 JP,USS CO LTD,JP3944130008,BBG000BCLV99,BBG001S667Z3,BBG000BCLV99
4733 JP,OBIC BUSINESS CONSULTANTS CO LTD,JP3173500004,BBG000D3JV72,BBG001SCYFJ9,BBG000D3JV72
4736 TT,,,,,
4739 JP,ITOCHU TECHNO SOLUTIONS,JP3143900003,BBG000C42D88,BBG001SDHWD5,BBG000C42D88
4739 TT,COREMAX CORP,TW0004739008,,,
4746 TT,FORMOSA LABORATORIES INC,TW0004746003,,,
4751 JP,CYBERAGENT INC,JP3311400000,BBG000BQZ1C5,BBG001S78FT8,BBG000BQZ1C5
4753 JP,,,BBG000BL7TD5,BBG001S9STD9,BBG000BL7TD5
4755 JP,RAKUTEN INC,JP3967200001,BBG000CGWW31,BBG001SF2JX3,BBG000CGWW31
4757 JP,,,BBG000CHXWN6,BBG001SF3NN4,BBG000CHXWN6
4763 JP,CREEK & RIVER CO LTD,JP3269700005,BBG000BVYVM8,BBG001SB82S9,BBG000BVYVM8
4768 JP,OTSUKA CORP,JP3188200004,BBG000C0H4Y1,BBG001SFM6N0,BBG000C0H4Y1
4770 TT,ALLIED SUPREME CORP,,,,
4788 JP,,,BBG000C2XKF4,BBG001SBX871,BBG000C2XKF4
48 HK,CHINA AUTOMOTIVE INTERIOR DECORATION HOLDINGS LTD,,BBG0016M5Z81,BBG001TCH929,BBG0016M5Z72
480 HK,HKR INTERNATIONAL LTD,KYG4520J1040,BBG000BDWHB3,BBG001S6HVG9,BBG000BDWGX1
4812 JP,INFORMATION SERVICES INTERNATIONALDENTSU LTD,JP3551530003,BBG000DDQMP2,BBG001SD1408,BBG000DDQMP2
4813 JP,ACCESS CO LTD,JP3108060009,BBG000FGF6X1,BBG001SFQ6Q3,BBG000FGF6X1
4816 JP,TOEI ANIMATION CO LTD,JP3560200002,BBG000DJ8YH2,BBG001S7RV76,BBG000DJ8YH2
4819 JP,DIGITAL GARAGE INC,JP3549070005,BBG000D7DHJ7,BBG001SGFMK4,BBG000D7DHJ7
4820 JP,EM SYSTEMS CO LTD,JP3130200003,BBG000DNDTJ6,BBG001SCSF60,BBG000DNDTJ6
4823 JP,,,BBG000DQM075,BBG001SGHFX3,BBG000DQM075
4825 JP,WEATHERNEWS INC,JP3154500007,BBG000CR65B6,BBG001SGJD57,BBG000CR65B6
4835 JP,,,BBG000GQCCK2,BBG001S7LHT9,BBG000GQCCK2
4839 JP,WOWOW INC,JP3990770004,BBG000D4HW70,BBG001SHHWB8,BBG000D4HW70
4847 JP,INTELLIGENT WAVE INC,JP3153100007,BBG000BS77W7,BBG001SBV1V1,BBG000BS77W7
4848 JP,FULLCAST HOLDINGS CO LTD,JP3827800008,BBG000BSW4F5,BBG001SBYXN7,BBG000BSW4F5
4849 JP,ENJAPAN INC,JP3168700007,BBG000J1N0R1,BBG001SHY3R6,BBG000J1N0R1
4887 JP,SAWAI GROUP HOLDINGS CO LTD,JP3323040000,BBG00WC0XCR3,BBG00WC0XCS2,BBG00WC0XCR3
4901 JP,FUJIFILM HOLDINGS CORP,JP3814000000,BBG000BTG7G3,BBG001S77WX7,BBG000BTG7G3
4902 JP,KONICA MINOLTA INC,JP3300600008,BBG000BKYL35,BBG001S6FC37,BBG000BKYL35
4904 TT,FAR EASTONE TELECOMMUNICATIONS CO LTD,TW0004904008,,,
4906 TT,GEMTEK TECHNOLOGY CO LTD,TW0004906003,,,
4911 JP,SHISEIDO CO LTD,JP3351600006,BBG000BG7Y27,BBG001S6BBD2,BBG000BG7Y27
4912 JP,LION CORP,JP3965400009,BBG000BQG001,BBG001S6JS10,BBG000BQG001
4912 TT,LEMTECH HOLDINGS CO LTD,KYG545091079,,,
4915 TT,PRIMAX ELECTRONICS LTD,TW0004915004,,,
4917 JP,MANDOM CORP,JP3879400004,BBG000BKB4B9,BBG001S6J3G9,BBG000BKB4B9
4919 JP,MILBON CO LTD,JP3910650005,BBG000GQ9406,BBG001S901L1,BBG000GQ9406
4919 TT,NUVOTON TECHNOLOGY CORP,TW0004919006,,,
4921 JP,FANCL CORP,JP3802670004,BBG000C1Q6L8,BBG001S77X83,BBG000C1Q6L8
4922 JP,KOSE CORP,JP3283650004,BBG000DHJ5F9,BBG001S7T7S4,BBG000DHJ5F9
4924 JP,CI Z HOLDINGS CO LTD,JP3638700009,BBG000C3MVX0,BBG001SDV9X8,BBG000C3MVX0
4927 JP,POLA ORBIS HOLDINGS INC,JP3855900001,BBG0018N5388,BBG001TFBGV0,BBG0018N5388
493 HK,GOME RETAIL HOLDINGS LTD,,BBG000BB97R8,BBG001S5VQH5,BBG000BB97J7
4931 JP,SHINNIHONSEIYAKU CO LTD,JP3381200009,BBG00P84G2L2,BBG00P84G2M1,BBG00P84G2L2
4933 JP,INE CO LTD,,,,
4933 TT,INE CO LTD,,,,
4934 JP,PREMIER ANTI AGING CO LTD,JP3833690005,BBG00XL01SF4,BBG00XL01SQ2,BBG00XL01SF4
4935 TT,GLOBAL LIGHTING TECHNOLOGIES INC,KYG3931M1024,,,
4938 TT,PEGATRON CORP,TW0004938006,,,
494 HK,LI & FUNG LTD,,BBG000BG9WZ3,BBG001S72F14,BBG000BG9W92
4943 TT,CONCRAFT HOLDING CO LTD,KYG2346M1033,,,
4947 TT,,,BBG0024XN805,BBG0024XN921,BBG0024XN805
4956 JP,KONISHI CO LTD,JP3300800004,BBG000DK33K8,BBG001S88MH4,BBG000DK33K8
4958 JP,THASEGAWA CO LTD,JP3768500005,BBG000F7RB76,BBG001S8HS63,BBG000F7RB76
4958 TT,ZHEN DING TECHNOLOGY HOLDING LTD,KYG989221000,,,
4960 TT,CHENG MEI MATERIALS TECHNOLOGY CORP,TW0004960000,,,
4966 TT,PARADE TECHNOLOGIES LTD,,,,
4967 JP,KOBAYASHI PHARMACEUTICAL CO LTD,JP3301100008,BBG000BSYLZ3,BBG001SCL5Z7,BBG000BSYLZ3
4968 TT,RICHWAVE TECHNOLOGY CORP,TW0004968003,,,
497 HK,CSI PROPERTIES LTD,,BBG000BB31P9,BBG001S5S4Z8,BBG000BB3124
4970 JP,TOYO GOSEI CO LTD,JP3610400008,BBG000C9PNM4,BBG001SDW1S0,BBG000C9PNM4
4971 JP,MEC CO LTD,JP3920890005,BBG000F0CQ83,BBG001SCH270,BBG000F0CQ83
4972 JP,SOKEN CHEMICAL & ENGINEERING CO LTD,JP3431550007,BBG000H2SN50,BBG001SHJLR3,BBG000H2SN50
4973 JP,JAPAN PURE CHEMICAL CO LTD,JP3706600008,BBG000PJSPH6,BBG001SLD2B9,BBG000PJSPH6
4974 JP,TAKARA BIO INC,JP3460200003,BBG000QDCZ47,BBG001SGDR16,BBG000QDCZ47
4975 JP,JCU CORP,JP3166200000,BBG000KVT0W1,BBG001SPW5S4,BBG000KVT0W1
4977 TT,PCL TECHNOLOGIES INC,KYG6956N1034,,,
4979 TT,,,,,
4980 JP,DEXERIALS CORP,JP3548770001,BBG009H0P3T6,BBG009H0P3V3,BBG009H0P3T6
4985 JP,EARTH CHEMICAL CO LTD,JP3100190002,BBG000DVJ4J7,BBG001SDR0Z0,BBG000DVJ4J7
4991 TT,,,,,
4996 JP,KUMIAI CHEMICAL INDUSTRY CO LTD,JP3267600009,BBG000BKZNV9,BBG001S6FC91,BBG000BKZNV9
4997 JP,NIHON NOHYAKU CO LTD,JP3741800001,BBG000BBRZD1,BBG001S5WNF3,BBG000BBRZD1
5002 JP,SHOWA SHELL SEKIYU K K,JP3366800005,BBG000BKZXK9,BBG001S6FCC7,BBG000BKZXK9
5009 TT,,,,,
5012 JP,,,BBG000BL0YP8,BBG001S5X437,BBG000BL0YP8
5016 JP,,,BBG000BQY298,BBG001SBJPV2,BBG000BQY298
5017 JP,FUJI OIL CO LTD,JP3160300004,BBG000HZTL41,BBG001S96ZY6,BBG000HZTL41
5019 JP,IDEMITSU KOSAN CO LTD,JP3142500002,BBG000BD7F98,BBG001S6JR21,BBG000BD7F98
5020 JP,ENEOS HOLDINGS INC,JP3386450005,BBG000QDR164,BBG001S3FBF3,BBG000QDR164
5021 JP,COSMO ENERGY HOLDINGS CO LTD,JP3298000005,BBG009XY5GF2,BBG009XY5GG1,BBG009XY5GF2
506 HK,CHINA FOODS LTD,BMG2154F1095,BBG000BDTMF2,BBG001S6HM97,BBG000BDTM17
5076 JP,INFRONEER HOLDINGS INC,JP3153850007,BBG0112MW4K9,BBG0112MW535,BBG0112MW4K9
509 HK,CENTURY SUNSHINE GROUP HOLDINGS LTD,,BBG000KHQ9C8,BBG001SJMBY9,BBG000KHQ8L0
5101 JP,YOKOHAMA RUBBER CO LTD,JP3955800002,BBG000BD6047,BBG001S6FCN5,BBG000BD6047
5105 JP,TOYO TIRE & RUBBER CO LTD,JP3610600003,BBG000BCLMY1,BBG001S6BBJ6,BBG000BCLMY1
5108 JP,BRIDGESTONE CORP,JP3830800003,BBG000BG87J7,BBG001S6BBP9,BBG000BG87J7
511 HK,TELEVISION BROADCASTS LTD,,BBG000BF07T6,BBG001S5V7Y8,BBG000BF07B5
5110 JP,SUMITOMO RUBBER IND LTD,JP3404200002,BBG000BL18R2,BBG001S6FCP3,BBG000BL18R2
517 HK,COSCO SHIPPING INTERNATIONAL HONG,BMG8114Z1014,BBG000BG6XY5,BBG001S70PG8,BBG000BG6X11
5191 JP,SUMITOMO RIKO CO LTD,JP3564200008,BBG000BJNYZ7,BBG001S6GH62,BBG000BJNYZ7
5196 JP,,,BBG000BL2917,BBG001S6FCV6,BBG000BL2917
52 HK,FAIRWOOD HOLDINGS LTD,,BBG000BG5MW2,BBG001S70509,BBG000BG5MF1
5201 JP,AGC INC,JP3112000009,BBG000BG8RD9,BBG001S5Z9C4,BBG000BG8RD9
5202 JP,NIPPON SHEET GLASS CO LTD,JP3686800008,BBG000BG90V7,BBG001S6BBS6,BBG000BG90V7
5203 TT,CYBERLINK CO,TW0005203004,,,
5208 JP,ARISAWA MFG CO LTD,JP3126000003,BBG000B9YMQ3,BBG001S5P1S5,BBG000B9YMQ3
5214 JP,NIPPON ELECTRIC GLASS CO LTD,JP3733400000,BBG000BG97Z8,BBG001S6BC59,BBG000BG97Z8
5218 JP,OHARA INC,JP3197630001,BBG000C8R8L8,BBG001SF4V82,BBG000C8R8L8
522 HK,ASM PACIFIC TECHNOLOGY LTD,,BBG000BDTJ14,BBG001S6HL80,BBG000BDTHC6
5232 JP,SUMITOMO OSAKA CEMENT CO LTD,JP3400900001,BBG000BL2X14,BBG001S6FD08,BBG000BL2X14
5233 JP,TAIHEIYO CEMENT CORP,JP3449020001,BBG000BG9GS6,BBG001S6BC68,BBG000BG9GS6
5243 TT,ESON PRECISION IND CO LTD,KYG312361051,,,
5263 TT,,,,,
5264 TT,CASETEK HOLDINGS LIMITED,KYG193031096,BBG003TC48M9,BBG003TC48T2,BBG003TC48M9
5269 JP,NIPPON CONCRETE INDUSTRIES CO LTD,JP3708400001,BBG000BL43M5,BBG001S6FD71,BBG000BL43M5
5269 TT,ASMEDIA TECHNOLOGY INC,TW0005269005,,,
5274 TT,ASPEED TECHNOLOGY INC,,,,
5280 TT,,,BBG004HY3GS9,BBG004HY3GT8,BBG004HY3GS9
5285 TT,JIH LIN TECHNOLOGY CO LTD,TW0005285001,,,
5287 TT,,,,,
53 HK,GUOCO GROUP LTD,BMG420981224,BBG000BDVTY3,BBG001S6HRH7,BBG000BDVTG3
5301 JP,TOKAI CARBON CO LTD,JP3560800009,BBG000BL4B83,BBG001S6FD80,BBG000BL4B83
5302 JP,NIPPON CARBON CO LTD,JP3690400001,BBG000BL4JR5,BBG001S6FD99,BBG000BL4JR5
5305 TT,LITEON SEMICONDUCTOR CORP,TW0005305007,BBG000G5Z047,BBG001S8R900,BBG000G5Z047
5306 TT,KMC KUEI MENG INTERNATIONAL INC,TW0005306005,,,
5310 JP,TOYO TANSO CO LTD,JP3616000000,BBG000DXV6H6,BBG001SJT5J2,BBG000DXV6H6
5331 JP,NORITAKE CO LTD,JP3763000001,BBG000BG9QB2,BBG001S6BC86,BBG000BG9QB2
5332 JP,TOTO LTD,JP3596200000,BBG000BD6G79,BBG001S6FDB6,BBG000BD6G79
5333 JP,NGK INSULATORS LTD,JP3695200000,BBG000BL4RF0,BBG001S6FDC5,BBG000BL4RF0
5334 JP,NGK SPARK PLUG CO LTD,JP3738600000,BBG000BL4YQ3,BBG001S6FDD4,BBG000BL4YQ3
5344 JP,MARUWA CO LTD,JP3879250003,BBG000CCN673,BBG001S80DY3,BBG000CCN673
5346 TT,,,BBG000BHZQJ3,BBG001S7SR29,BBG000BHZQJ3
5347 TT,VANGUARD INTERNATIONAL SEMICONDUCTOR CORP,,,,
5349 TT,,,BBG000BPRV58,BBG001S9CPJ8,BBG000BPRV58
535 HK,GEMDALE PROPERTIES AND INVESTMENT,,BBG000BF09X7,BBG001S6J9Q5,BBG000BF09D9
5351 TT,,,,,
5352 JP,KROSAKI HARIMA CORP,JP3272400007,BBG000BL5PF3,BBG001S6FDJ8,BBG000BL5PF3
5371 TT,,,,,
538 HK,AJISEN CHINA HOLDINGS LTD,,BBG000FRYD43,BBG001SNPY22,BBG000FRYCB7
5384 JP,FUJIMI INC,JP3820900003,BBG000BF00C9,BBG001S5Z809,BBG000BF00C9
5387 TT,,,BBG000BBVFR5,BBG001S63RQ2,BBG000BBVFR5
5388 TT,SERCOMM CORP,TW0005388003,,,
5393 JP,NICHIAS CORP,JP3660400007,BBG000BL66Z2,BBG001S6FDN3,BBG000BL66Z2
54 HK,,,BBG000BDWY62,BBG001S5R158,BBG000BDWXX4
5401 JP,NIPPON STEEL CORP,JP3381000003,BBG000BG9X54,BBG001S6BC95,BBG000BG9X54
5405 JP,,,BBG000BGB6M1,BBG001S6BCC1,BBG000BGB6M1
5406 JP,KOBE STEEL LTD,JP3289800009,BBG000BGBGH5,BBG001S6BCF8,BBG000BGBGH5
5410 JP,GODO STEEL LTD,JP3307800007,BBG000BL6J66,BBG001S6FDT7,BBG000BL6J66
5411 JP,JFE HOLDINGS INC,JP3386030005,BBG000BQWB27,BBG001SBJHY7,BBG000BQWB27
5413 JP,NISSHIN STEEL CO LTD,JP3676200003,BBG003BZDFQ7,BBG003BZDG76,BBG003BZDFQ7
5423 JP,TOKYO STEEL MFG CO LTD,JP3579800008,BBG000BD6XS9,BBG001S6FDW3,BBG000BD6XS9
5425 TT,,,,,
5434 TT,TOPCO SCIENTIFIC CO LTD,TW0005434005,,,
5440 JP,KYOEI STEEL LTD,JP3247400009,BBG000FB0PJ2,BBG001SL46X6,BBG000FB0PJ2
5444 JP,YAMATO KOGYO CO LTD,JP3940400009,BBG000BD7BW1,BBG001S6FDX2,BBG000BD7BW1
5451 JP,YODOGAWA STEEL WORKS LTD,JP3959400007,BBG000BD7RH3,BBG001S6FF03,BBG000BD7RH3
5461 JP,CHUBU STEEL PLATE CO LTD,,BBG000BD4X56,BBG001S6FF58,BBG000BD4X56
5463 JP,MARUICHI STEEL TUBE LTD,JP3871200006,BBG000BL7191,BBG001S6FF67,BBG000BL7191
5466 TT,,,BBG000CD3X01,BBG001SG59V2,BBG000CD3X01
5469 TT,HANNSTAR BOARD CORP,TW0005469001,,,
5471 JP,DAIDO STEEL CO LTD,JP3491000000,BBG000BGC8B8,BBG001S6BCJ4,BBG000BGC8B8
5471 TT,SONIX TECHNOLOGY CO LTD,TW0005471007,,,
5478 TT,,,,,
5480 JP,NIPPON YAKIN KOGYO CO LTD,JP3752600001,BBG000BL7QG8,BBG001S6FF94,BBG000BL7QG8
5481 JP,SANYO SPECIAL STEEL CO LTD,JP3342000001,BBG000BGCV18,BBG001S6BCM0,BBG000BGCV18
5482 JP,AICHI STEEL CORP,JP3103600007,BBG000BL7YF2,BBG001S6FFB1,BBG000BL7YF2
5483 TT,SINOAMERICAN SILICON PRODUCTS INC,,,,
5486 JP,HITACHI METALS LTD,JP3786200000,BBG000BGD3G3,BBG001S6BCN9,BBG000BGD3G3
5489 TT,,,,,
5490 TT,,,,,
551 HK,YUE YUEN INDUSTRIAL HOLDINGS LTD,,BBG000BG82F2,BBG001S71HV8,BBG000BG81F4
5512 TT,,,,,
5522 TT,FARGLORY LAND DEVELOPMENT CO LTD,TW0005522007,,,
5530 TT,,,,,
5531 TT,SHINING BUILDING BUSINESS CO LTD,TW0005531008,,,
5534 TT,CHONG HONG CONSTRUCTION CO LTD,TW0005534002,,,
5541 JP,PACIFIC METALS CO LTD,JP3448000004,BBG000BGDCL7,BBG001S6BCP7,BBG000BGDCL7
555 HK,,,BBG000C5JZV2,BBG001SG1Q48,BBG000C5JZD2
5563 JP,NIPPON DENKO CO LTD,JP3734600004,BBG000BGDSD1,BBG001S6BCR5,BBG000BGDSD1
558 HK,LK TECHNOLOGY HOLDINGS LTD,,BBG000Q234C1,BBG001SM1CP3,BBG000Q23413
5608 TT,SHIH WEI NAVIGATION CO LTD,TW0005608004,,,
563 HK,SHANGHAI INDUSTRIAL URBAN DEVELOPM,,BBG000BBQ7B6,BBG001S6B5J9,BBG000BBQ6T9
5631 JP,JAPAN STEEL WORKS LTD,JP3721400004,BBG000BL8P15,BBG001S6FFK1,BBG000BL8P15
5632 JP,MITSUBISHI STEEL MFG CO LTD,JP3900800008,BBG000BL8WY4,BBG001S6FFL0,BBG000BL8WY4
570 HK,CHINA TRADITIONAL CHI MEDICINE CO,,BBG000BDKMV3,BBG001S6P1J3,BBG000BDKMG0
5703 JP,NIPPON LIGHT METAL HOLDINGS CO,JP3700200003,BBG003BZDNK6,BBG003BZDP21,BBG003BZDNK6
5706 JP,MITSUI MINING AND SMELTING CO,JP3888400003,BBG000BL98W8,BBG001S6FFS3,BBG000BL98W8
5707 JP,TOHO ZINC CO LTD,JP3599000001,BBG000BL9QZ5,BBG001S6FFW8,BBG000BL9QZ5
571 HK,ESUN HOLDINGS LTD,,BBG000BFF435,BBG001S6NZW5,BBG000BFF3F4
5711 JP,MITSUBISHI MATERIALS CORP,JP3903000002,BBG000BGFBD6,BBG001S6BCV0,BBG000BGFBD6
5713 JP,SUMITOMO METAL MINING CO LTD,JP3402600005,BBG000BB13F8,BBG001S5PGT1,BBG000BB13F8
5714 JP,DOWA HOLDINGS CO LTD,JP3638600001,BBG000BL9X08,BBG001S6FFX7,BBG000BL9X08
5726 JP,OSAKA TITANIUM TECH CO LTD,JP3407200009,BBG000M3P8Z5,BBG001SH9ZW7,BBG000M3P8Z5
5727 JP,TOHO TITANIUM CO LTD,JP3601800000,BBG000BNVMR4,BBG001S6GK47,BBG000BNVMR4
5738 JP,,,BBG000BKLN08,BBG001S6F257,BBG000BKLN08
5741 JP,UACJ CORP,JP3826900007,BBG000GLVTQ9,BBG001SM6733,BBG000GLVTQ9
5759 JP,NIPPON DENKAILTD,,BBG0115V1PF9,BBG0115V1PG8,BBG0115V1PF9
577 HK,,,BBG000GM1662,BBG001S7M6G6,BBG000GM15F4
5801 JP,FURUKAWA ELECTRIC CO LTD,JP3827200001,BBG000BB67V6,BBG001S5R121,BBG000BB67V6
5802 JP,SUMITOMO ELECTRIC INDUSTRIES LTD,JP3407400005,BBG000BLBD45,BBG001S6FG47,BBG000BLBD45
5803 JP,FUJIKURA LTD,JP3811000003,BBG000BB8TW5,BBG001S5RSN9,BBG000BB8TW5
5805 JP,SWCC SHOWA HOLDINGS CO LTD,JP3368400002,,,
5809 JP,TATSUTA ELECTRIC WIRE AND CABLE CO LTD,JP3467400002,BBG000BLBMT8,BBG001S6FG74,BBG000BLBMT8
5812 JP,,,BBG000BLBV54,BBG001S6FG83,BBG000BLBV54
583 HK,GREAT WALL PAN ASIA HOLDINGS LTD,,BBG000BFDDK8,BBG001S6NGM8,BBG000BFDD46
5831 JP,SHIZUOKA BANK INC,,BBG017DWYYW1,BBG017DWYZ12,BBG017DWYYW1
5832 JP,CHUGIN FINANCIAL GROUP INC,,BBG017JMMM56,BBG017JMMMC8,BBG017JMMM56
5851 JP,RYOBI LTD,JP3975800008,BBG000BBW541,BBG001S5XJP0,BBG000BBW541
5852 JP,AHRESTY CORP,JP3100600000,BBG000BNWR92,BBG001S6GKD7,BBG000BNWR92
5857 JP,ASAHI HOLDINGS INC,JP3116700000,BBG000BXQVM3,BBG001ST2G69,BBG000BXQVM3
5871 TT,CHAILEASE HOLDING CO LTD,KYG202881093,,,
5876 TT,SHANGHAI COMMERCIAL & SAVINGS BANK LTD,TW0005876007,,,
590 HK,LUK FOOK HOLDINGS INTERNATIONAL,BMG5695X1258,BBG000BJJQ61,BBG001S8KS78,BBG000BJJPN4
5901 JP,TOYO SEIKAN GROUP HOLDINGS LTD,JP3613400005,BBG000BB5TK1,BBG001S5TFN5,BBG000BB5TK1
5903 TT,5903,,,,
5904 TT,POYA INTERNATIONAL CO LTD,,,,
5907 TT,GRAND OCEAN RETAIL GROUP LTD,KYG4064G1029,,,
5911 JP,YOKOGAWA BRIDGE HOLDINGS CORP,JP3955200005,BBG000BD8K69,BBG001S6FGB9,BBG000BD8K69
5929 JP,SANWA HOLDINGS CORP,JP3344400001,BBG000BLCXF8,BBG001S6FGK9,BBG000BLCXF8
5930 JP,BUNKA SHUTTER CO LTD,JP3831600006,BBG000BLD434,BBG001S6FGL8,BBG000BLD434
5932 JP,SANKYO TATEYAMA INC,JP3326800004,BBG001CN98C3,BBG001TYN7S0,BBG001CN98C3
5938 JP,LIXIL GROUP,JP3626800001,BBG000BCJCY6,BBG001S69ZC3,BBG000BCJCY6
5942 JP,NIPPON FILCON CO LTD,JP3748600008,BBG000BNY8K9,BBG001S6GKP4,BBG000BNY8K9
5943 JP,NORITZ CORP,JP3759400009,BBG000BGFMJ6,BBG001S6BCZ6,BBG000BGFMJ6
5947 JP,RINNAI CORPORATION,JP3977400005,BBG000BLDB74,BBG001S6FGP4,BBG000BLDB74
5949 JP,UNIPRES CORP,JP3952550006,BBG000BLDSQ6,BBG001S6K769,BBG000BLDSQ6
5959 JP,OKABE CO LTD,JP3192000002,BBG000BNYHN6,BBG001S6GKS1,BBG000BNYHN6
596 HK,INSPUR INTERNATIONAL LTD,KYG4820C1309,BBG000M118F7,BBG001SHL3N4,BBG000M117V1
5975 JP,TOPRE CORP,JP3598200008,BBG000BD92X8,BBG001S6FGV7,BBG000BD92X8
5976 JP,NETUREN CO LTD,JP3288200003,BBG000BLF9J4,BBG001S6FGW6,BBG000BLF9J4
5977 JP,,,BBG000BYRTD5,BBG001SB69X0,BBG000BYRTD5
5981 JP,TOKYO ROPE MFG CO LTD,JP3579400007,BBG000BD9963,BBG001S6FGX5,BBG000BD9963
5988 JP,PIOLAX INC,JP3780400002,BBG000BD9CG5,BBG001S5WY05,BBG000BD9CG5
5991 JP,NHK SPRING CO LTD,JP3742600004,BBG000BGG370,BBG001S6BDG5,BBG000BGG370
5AB GR,ASIAN BAMBOO AG,,BBG000TTKG60,BBG001SGY5H4,BBG000TTKG60
6 HK,POWER ASSETS HOLDINGS LTD,,BBG000BDWNL9,BBG001S62812,BBG000BDWN57
6004 TT,,,BBG000FN3MS0,BBG001S8LRM2,BBG000FN3MS0
6005 JP,MIURA CO LTD,JP3880800002,BBG000BLFT73,BBG001S6FGZ3,BBG000BLFT73
6005 TT,CAPITAL SECURITIES CORP,TW0006005002,,,
6008 LN,,,,,
